headline,publication_date,news_source,sector,sentiment_label,market_impact
Axis Bank announces rights issue at ₹59 per share; record date set,2023-12-21 23:55:40.748149624,Reuters India,Real Estate,Neutral,Neutral
"Nifty 50 hits record 658 as broad-based rally lifts mid-cap, small-cap indices",2023-12-22 05:11:06.133226640,Mint,Metals & Mining,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2023-12-22 10:26:31.518303656,Business Standard,Auto,Neutral,Neutral
FMCG sector faces GST scrutiny; ₹4979 Cr ITC claims flagged by CBIC,2023-12-22 15:41:56.903380672,BloombergQuint,FMCG,Negative,Bearish
GST collections cross ₹4334 Cr for Junth consecutive month,2023-12-22 20:57:22.288457688,CNBC TV18,Pharma,Positive,Bullish
NCLAT hears Maruti Suzuki insolvency appeal; next hearing scheduled for Dec,2023-12-23 02:12:47.673534704,Reuters India,Pharma,Neutral,Neutral
Rupee depreciates to historic low of ₹84.25 on trade deficit widening,2023-12-23 07:28:13.058611720,Mint,Auto,Negative,Bearish
NSE updates margin framework for equity derivatives from May onwards,2023-12-23 12:43:38.443688736,Reuters India,Real Estate,Neutral,Neutral
Punjab National Bank NPA ratio rises to 35.1% in Q3; provisions surge QoQ,2023-12-23 17:59:03.828765752,Economic Times,Metals & Mining,Negative,Bearish
Monsoon deficit at 31.4% below normal; agri-loan stress feared in Tier-2/3 markets,2023-12-23 23:14:29.213842768,CNBC TV18,BFSI,Negative,Bearish
India current account deficit widens to 4.0% of GDP in Q4 FY22,2023-12-24 04:29:54.598919784,Business Standard,Real Estate,Negative,Bearish
India forex reserves hit 2536 billion USD as RBI intervention stabilises rupee,2023-12-24 09:45:19.983996800,Financial Express,Auto,Positive,Bullish
SEBI probes Infosys for insider trading; shares locked in lower circuit,2023-12-24 15:00:45.369073816,Financial Express,Infrastructure,Negative,Bearish
NSE updates margin framework for equity derivatives from Mar onwards,2023-12-24 20:16:10.754150824,MoneyControl,Auto,Neutral,Neutral
"Axis Bank Q4 net profit surges 3.8%, beats Bloomberg analyst estimates",2023-12-25 01:31:36.139227840,Economic Times,Metals & Mining,Positive,Bullish
FMCG sector EBITDA margins expand QoQ amid easing input cost pressures,2023-12-25 06:47:01.524304856,Mint,FMCG,Positive,Bullish
FII outflows drag Sensex 182 points lower; rupee slips to 84.52 per USD,2023-12-25 12:02:26.909381872,Economic Times,FMCG,Negative,Bearish
NCLAT hears TCS insolvency appeal; next hearing scheduled for Dec,2023-12-25 17:17:52.294458888,CNBC TV18,FMCG,Neutral,Neutral
"UPI transaction volume crosses 4405 Cr in Aug, new all-time high",2023-12-25 22:33:17.679535904,Reuters India,FMCG,Positive,Bullish
Kotak Mahindra upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2023-12-26 03:48:43.064612920,Reuters India,Real Estate,Positive,Bullish
Telecom sector faces GST scrutiny; ₹3056 Cr ITC claims flagged by CBIC,2023-12-26 09:04:08.449689936,Mint,Telecom,Negative,Bearish
Real Estate sector faces GST scrutiny; ₹1224 Cr ITC claims flagged by CBIC,2023-12-26 14:19:33.834766952,CNBC TV18,Real Estate,Negative,Bearish
Rupee depreciates to historic low of ₹84.32 on trade deficit widening,2023-12-26 19:34:59.219843968,Reuters India,Auto,Negative,Bearish
Bank of Baroda NPA ratio rises to 27.8% in Q4; provisions surge QoQ,2023-12-27 00:50:24.604920984,Reuters India,Auto,Negative,Bearish
NSE updates margin framework for equity derivatives from Dec onwards,2023-12-27 06:05:49.989998000,BloombergQuint,Infrastructure,Neutral,Neutral
SEBI board meets to review derivative market norms for Q4 FY23,2023-12-27 11:21:15.375075016,MoneyControl,Pharma,Neutral,Neutral
Bond yields spike 35bps after higher-than-expected US Fed rate guidance,2023-12-27 16:36:40.760152024,BloombergQuint,BFSI,Negative,Bearish
ONGC profit warning: EBITDA margins to decline 24.8% on high input costs,2023-12-27 21:52:06.145229040,BloombergQuint,Real Estate,Negative,Bearish
"Nifty 50 hits record 423 as broad-based rally lifts mid-cap, small-cap indices",2023-12-28 03:07:31.530306056,MoneyControl,BFSI,Positive,Bullish
Rupee depreciates to historic low of ₹84.57 on trade deficit widening,2023-12-28 08:22:56.915383072,Economic Times,Energy,Negative,Bearish
Metals & Mining sector faces GST scrutiny; ₹1915 Cr ITC claims flagged by CBIC,2023-12-28 13:38:22.300460088,Financial Express,Metals & Mining,Negative,Bearish
RBI releases draft guidelines on digital lending regulations for public comment,2023-12-28 18:53:47.685537104,CNBC TV18,Metals & Mining,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.3%; next review in Nov,2023-12-29 00:09:13.070614120,Reuters India,Energy,Neutral,Neutral
Bajaj Finance profit warning: EBITDA margins to decline 35.3% on high input costs,2023-12-29 05:24:38.455691136,Economic Times,Metals & Mining,Negative,Bearish
Monsoon deficit at 25.2% below normal; agri-loan stress feared in Tier-2/3 markets,2023-12-29 10:40:03.840768152,CNBC TV18,Telecom,Negative,Bearish
India WPI inflation prints at 27.5% for Dec; IIP data due next week,2023-12-29 15:55:29.225845168,Economic Times,Energy,Neutral,Neutral
Kotak Mahindra board rejects merger proposal; institutional investors express concern,2023-12-29 21:10:54.610922184,Financial Express,Auto,Negative,Bearish
IndusInd Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2023-12-30 02:26:19.995999200,BloombergQuint,Real Estate,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 22.7%; 11 stocks added/removed,2023-12-30 07:41:45.381076216,CNBC TV18,Real Estate,Neutral,Neutral
RBI hikes repo rate by 35 bps amid persistent services inflation concerns,2023-12-30 12:57:10.766153232,Mint,BFSI,Negative,Bearish
RBI monetary policy committee holds repo rate at 7.37%; next review in Jun,2023-12-30 18:12:36.151230240,Reuters India,Telecom,Neutral,Neutral
FII outflows drag Sensex 506 points lower; rupee slips to 85.08 per USD,2023-12-30 23:28:01.536307256,Business Standard,FMCG,Negative,Bearish
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY24",2023-12-31 04:43:26.921384272,Business Standard,Energy,Positive,Bullish
NSE updates margin framework for equity derivatives from Jul onwards,2023-12-31 09:58:52.306461288,Financial Express,Metals & Mining,Neutral,Neutral
"Nifty 50 hits record 939 as broad-based rally lifts mid-cap, small-cap indices",2023-12-31 15:14:17.691538304,MoneyControl,Metals & Mining,Positive,Bullish
SEBI board meets to review derivative market norms for Q1 FY22,2023-12-31 20:29:43.076615320,Business Standard,Pharma,Neutral,Neutral
"Nifty 50 hits record 304 as broad-based rally lifts mid-cap, small-cap indices",2024-01-01 01:45:08.461692336,Mint,IT Services,Positive,Bullish
Bond yields spike 35bps after higher-than-expected US Fed rate guidance,2024-01-01 07:00:33.846769352,Mint,Energy,Negative,Bearish
GST collections cross ₹2578 Cr for Junth consecutive month,2024-01-01 12:15:59.231846368,Economic Times,BFSI,Positive,Bullish
"Nifty 50 hits record 180 as broad-based rally lifts mid-cap, small-cap indices",2024-01-01 17:31:24.616923384,MoneyControl,FMCG,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-01-01 22:46:50.002000400,Economic Times,Auto,Neutral,Neutral
Punjab National Bank announces rights issue at ₹405 per share; record date set,2024-01-02 04:02:15.387077416,BloombergQuint,FMCG,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-01-02 09:17:40.772154432,BloombergQuint,Real Estate,Neutral,Neutral
Rupee depreciates to historic low of ₹85.54 on trade deficit widening,2024-01-02 14:33:06.157231440,Business Standard,FMCG,Negative,Bearish
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY22",2024-01-02 19:48:31.542308456,BloombergQuint,FMCG,Positive,Bullish
"IndusInd Bank Q4 net profit surges 24.9%, beats Bloomberg analyst estimates",2024-01-03 01:03:56.927385472,Business Standard,Auto,Positive,Bullish
"Punjab National Bank Q1 net profit surges 4.6%, beats Bloomberg analyst estimates",2024-01-03 06:19:22.312462488,Reuters India,Auto,Positive,Bullish
Energy sector FDI inflows at 4716 million USD in April-Jan FY24,2024-01-03 11:34:47.697539504,Economic Times,Energy,Neutral,Neutral
GST collections cross ₹4317 Cr for Novth consecutive month,2024-01-03 16:50:13.082616520,CNBC TV18,Energy,Positive,Bullish
SEBI board meets to review derivative market norms for Q4 FY23,2024-01-03 22:05:38.467693536,Mint,Metals & Mining,Neutral,Neutral
Adani Enterprises announces ₹4296 Cr CAPEX for pan-India digital infrastructure rollout,2024-01-04 03:21:03.852770552,BloombergQuint,IT Services,Positive,Bullish
SEBI board meets to review derivative market norms for Q4 FY22,2024-01-04 08:36:29.237847568,BloombergQuint,Auto,Neutral,Neutral
NCLAT hears TCS insolvency appeal; next hearing scheduled for Jun,2024-01-04 13:51:54.622924584,Economic Times,Auto,Neutral,Neutral
BFSI sector FDI inflows at 3264 million USD in April-Jun FY23,2024-01-04 19:07:20.008001600,MoneyControl,BFSI,Neutral,Neutral
SEBI probes Wipro for insider trading; shares locked in lower circuit,2024-01-05 00:22:45.393078616,BloombergQuint,Energy,Negative,Bearish
NSE updates margin framework for equity derivatives from Mar onwards,2024-01-05 05:38:10.778155632,Business Standard,IT Services,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-01-05 10:53:36.163232648,Business Standard,Telecom,Neutral,Neutral
MSCI rebalancing: India's weight adjusted to 36.1%; 2 stocks added/removed,2024-01-05 16:09:01.548309656,CNBC TV18,Infrastructure,Neutral,Neutral
Bond yields spike 50bps after higher-than-expected US Fed rate guidance,2024-01-05 21:24:26.933386672,MoneyControl,Auto,Negative,Bearish
Real Estate sector faces GST scrutiny; ₹3237 Cr ITC claims flagged by CBIC,2024-01-06 02:39:52.318463688,Mint,Real Estate,Negative,Bearish
MSCI rebalancing: India's weight adjusted to 41.7%; 10 stocks added/removed,2024-01-06 07:55:17.703540704,MoneyControl,FMCG,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 7 key sectors,2024-01-06 13:10:43.088617720,Mint,Metals & Mining,Neutral,Neutral
India WPI inflation prints at 12.1% for Sep; IIP data due next week,2024-01-06 18:26:08.473694736,Business Standard,FMCG,Neutral,Neutral
FMCG sector FDI inflows at 3570 million USD in April-Dec FY24,2024-01-06 23:41:33.858771752,BloombergQuint,FMCG,Neutral,Neutral
"Axis Bank Q2 net profit surges 3.1%, beats Bloomberg analyst estimates",2024-01-07 04:56:59.243848768,Mint,Pharma,Positive,Bullish
Bank of Baroda NPA ratio rises to 45.0% in Q1; provisions surge QoQ,2024-01-07 10:12:24.628925784,BloombergQuint,Energy,Negative,Bearish
Metals & Mining sector faces GST scrutiny; ₹3791 Cr ITC claims flagged by CBIC,2024-01-07 15:27:50.014002800,CNBC TV18,Metals & Mining,Negative,Bearish
"India GDP growth accelerates to 7.8% in Q4, ahead of IMF projections",2024-01-07 20:43:15.399079816,BloombergQuint,IT Services,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-01-08 01:58:40.784156832,BloombergQuint,Infrastructure,Neutral,Neutral
India forex reserves hit 2453 billion USD as RBI intervention stabilises rupee,2024-01-08 07:14:06.169233848,Economic Times,Energy,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-01-08 12:29:31.554310856,Reuters India,Telecom,Neutral,Neutral
Wipro profit warning: EBITDA margins to decline 33.3% on high input costs,2024-01-08 17:44:56.939387872,Financial Express,Infrastructure,Negative,Bearish
India current account deficit widens to 8.1% of GDP in Q4 FY22,2024-01-08 23:00:22.324464888,Financial Express,Auto,Negative,Bearish
India current account deficit widens to 34.0% of GDP in Q1 FY23,2024-01-09 04:15:47.709541904,Business Standard,Real Estate,Negative,Bearish
SEBI board meets to review derivative market norms for Q2 FY22,2024-01-09 09:31:13.094618920,Business Standard,Infrastructure,Neutral,Neutral
"India GDP growth accelerates to 47.6% in Q1, ahead of IMF projections",2024-01-09 14:46:38.479695936,Mint,Auto,Positive,Bullish
GST collections cross ₹1987 Cr for Aprth consecutive month,2024-01-09 20:02:03.864772952,BloombergQuint,Energy,Positive,Bullish
"India GDP growth accelerates to 4.4% in Q4, ahead of IMF projections",2024-01-10 01:17:29.249849968,BloombergQuint,Pharma,Positive,Bullish
RBI monetary policy committee holds repo rate at 6.28%; next review in Sep,2024-01-10 06:32:54.634926984,Mint,FMCG,Neutral,Neutral
"Nifty 50 hits record 275 as broad-based rally lifts mid-cap, small-cap indices",2024-01-10 11:48:20.020004000,CNBC TV18,Energy,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 4 key sectors,2024-01-10 17:03:45.405081016,Reuters India,FMCG,Neutral,Neutral
RBI hikes repo rate by 50 bps amid persistent food inflation concerns,2024-01-10 22:19:10.790158032,MoneyControl,Telecom,Negative,Bearish
Paytm profit warning: EBITDA margins to decline 40.3% on high input costs,2024-01-11 03:34:36.175235048,Business Standard,Auto,Negative,Bearish
Rupee depreciates to historic low of ₹82.55 on trade deficit widening,2024-01-11 08:50:01.560312056,Reuters India,Metals & Mining,Negative,Bearish
Delhivery announces ₹1200 Cr CAPEX for pan-India digital infrastructure rollout,2024-01-11 14:05:26.945389072,CNBC TV18,Real Estate,Positive,Bullish
Reliance Industries profit warning: EBITDA margins to decline 9.1% on high input costs,2024-01-11 19:20:52.330466088,BloombergQuint,Infrastructure,Negative,Bearish
Rupee depreciates to historic low of ₹86.14 on trade deficit widening,2024-01-12 00:36:17.715543104,CNBC TV18,Energy,Negative,Bearish
Auto sector FDI inflows at 3468 million USD in April-Feb FY22,2024-01-12 05:51:43.100620120,Economic Times,Auto,Neutral,Neutral
"Nifty 50 hits record 207 as broad-based rally lifts mid-cap, small-cap indices",2024-01-12 11:07:08.485697136,Mint,Infrastructure,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q4 FY22",2024-01-12 16:22:33.870774152,BloombergQuint,Pharma,Positive,Bullish
India WPI inflation prints at 13.1% for Aug; IIP data due next week,2024-01-12 21:37:59.255851168,Reuters India,Energy,Neutral,Neutral
NSE updates margin framework for equity derivatives from Jan onwards,2024-01-13 02:53:24.640928184,MoneyControl,FMCG,Neutral,Neutral
Monsoon deficit at 14.9% below normal; agri-loan stress feared in Tier-2/3 markets,2024-01-13 08:08:50.026005200,Reuters India,Energy,Negative,Bearish
"UPI transaction volume crosses 1510 Cr in Jun, new all-time high",2024-01-13 13:24:15.411082216,Economic Times,Metals & Mining,Positive,Bullish
IDFC First Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-01-13 18:39:40.796159232,CNBC TV18,BFSI,Positive,Bullish
"Nifty 50 hits record 637 as broad-based rally lifts mid-cap, small-cap indices",2024-01-13 23:55:06.181236248,CNBC TV18,BFSI,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 14.1%; 3 stocks added/removed,2024-01-14 05:10:31.566313264,Financial Express,Auto,Neutral,Neutral
Bond yields spike 35bps after higher-than-expected US Fed rate guidance,2024-01-14 10:25:56.951390272,CNBC TV18,Energy,Negative,Bearish
Monsoon deficit at 9.8% below normal; agri-loan stress feared in Tier-2/3 markets,2024-01-14 15:41:22.336467288,Mint,Pharma,Negative,Bearish
NCLAT hears Delhivery insolvency appeal; next hearing scheduled for May,2024-01-14 20:56:47.721544304,Business Standard,Real Estate,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-01-15 02:12:13.106621320,Mint,FMCG,Neutral,Neutral
IDFC First Bank announces rights issue at ₹288 per share; record date set,2024-01-15 07:27:38.491698336,Mint,Metals & Mining,Neutral,Neutral
"UPI transaction volume crosses 1764 Cr in Jun, new all-time high",2024-01-15 12:43:03.876775352,Business Standard,Pharma,Positive,Bullish
RBI hikes repo rate by 25 bps amid persistent core inflation concerns,2024-01-15 17:58:29.261852368,Financial Express,Auto,Negative,Bearish
